,start,end,activity,time_of_the_day,BalconyDoor_24,BathroomPIR_19,BedPressureLeft_13,BedPressureRight_12,BedroomDoor_10,BedroomDresser_18,BedroomMovement_16,CutleryDrawer_14,Fridge_3,Frontdoor_7,GroceriesCupboard_5,KitchenPIR_28,KitchenWindow_25,Microwave_27,PianoSeatPressure_20,PlatesCupboard_9,ServerNookSeatPressure_22,SinkFloat_21,StoveLid_15,Toaster_26,ToiletDoor_1,ToiletFlush_6,one_hot_time_of_the_day,repeated_activitiesUnary
16762,05-Aug-2009 08:08:00,05-Aug-2009 08:08:59,goToBed,0.3388888888888889,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16774,05-Aug-2009 08:20:00,05-Aug-2009 08:20:59,goToBed,0.3472222222222222,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16775,05-Aug-2009 08:21:00,05-Aug-2009 08:21:59,goToBed,0.34791666666666665,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16776,05-Aug-2009 08:22:00,05-Aug-2009 08:22:59,goToBed,0.3486111111111111,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16780,05-Aug-2009 08:26:00,05-Aug-2009 08:26:59,goToBed,0.3513888888888889,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16781,05-Aug-2009 08:27:00,05-Aug-2009 08:27:59,goToBed,0.35208333333333336,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16782,05-Aug-2009 08:28:00,05-Aug-2009 08:28:59,goToBed,0.3527777777777778,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16783,05-Aug-2009 08:29:00,05-Aug-2009 08:29:59,goToBed,0.35347222222222224,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16786,05-Aug-2009 08:32:00,05-Aug-2009 08:32:59,goToBed,0.3555555555555556,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16794,05-Aug-2009 08:40:00,05-Aug-2009 08:40:59,goToBed,0.3611111111111111,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16804,05-Aug-2009 08:50:00,05-Aug-2009 08:50:59,goToBed,0.3680555555555556,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16810,05-Aug-2009 08:56:00,05-Aug-2009 08:56:59,goToBed,0.37222222222222223,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16811,05-Aug-2009 08:57:00,05-Aug-2009 08:57:59,goToBed,0.3729166666666667,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16812,05-Aug-2009 08:58:00,05-Aug-2009 08:58:59,goToBed,0.3736111111111111,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16820,05-Aug-2009 09:06:00,05-Aug-2009 09:06:59,goToBed,0.37916666666666665,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16823,05-Aug-2009 09:09:00,05-Aug-2009 09:09:59,goToBed,0.38125,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16824,05-Aug-2009 09:10:00,05-Aug-2009 09:10:59,goToBed,0.3819444444444444,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16827,05-Aug-2009 09:13:00,05-Aug-2009 09:13:59,goToBed,0.3840277777777778,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16828,05-Aug-2009 09:14:00,05-Aug-2009 09:14:59,goToBed,0.38472222222222224,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16847,05-Aug-2009 09:33:00,05-Aug-2009 09:33:59,goToBed,0.39791666666666653,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16852,05-Aug-2009 09:38:00,05-Aug-2009 09:38:59,goToBed,0.4013888888888889,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16859,05-Aug-2009 09:45:00,05-Aug-2009 09:45:59,goToBed,0.40625,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16869,05-Aug-2009 09:55:00,05-Aug-2009 09:55:59,goToBed,0.4131944444444444,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16870,05-Aug-2009 09:56:00,05-Aug-2009 09:56:59,goToBed,0.4138888888888889,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16872,05-Aug-2009 09:58:00,05-Aug-2009 09:58:59,goToBed,0.4152777777777778,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16883,05-Aug-2009 10:09:00,05-Aug-2009 10:09:59,goToBed,0.42291666666666666,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16891,05-Aug-2009 10:17:00,05-Aug-2009 10:17:59,goToBed,0.4284722222222222,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16892,05-Aug-2009 10:18:00,05-Aug-2009 10:18:59,goToBed,0.42916666666666653,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16927,05-Aug-2009 10:53:00,05-Aug-2009 10:53:59,goToBed,0.4534722222222222,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0]
16928,05-Aug-2009 10:54:00,05-Aug-2009 10:54:59,goToBed,0.4541666666666666,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
16940,05-Aug-2009 11:06:00,05-Aug-2009 11:06:59,goToBed,0.4625,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
16941,05-Aug-2009 11:07:00,05-Aug-2009 11:07:59,goToBed,0.4631944444444445,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17024,05-Aug-2009 12:30:00,05-Aug-2009 12:30:59,goToBed,0.5208333333333334,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 0 0 0]
17025,05-Aug-2009 12:31:00,05-Aug-2009 12:31:59,goToBed,0.5215277777777778,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17030,05-Aug-2009 12:36:00,05-Aug-2009 12:36:59,goToBed,0.525,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17033,05-Aug-2009 12:39:00,05-Aug-2009 12:39:59,goToBed,0.5270833333333333,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17034,05-Aug-2009 12:40:00,05-Aug-2009 12:40:59,useToilet,0.5277777777777778,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17035,05-Aug-2009 12:41:00,05-Aug-2009 12:41:59,useToilet,0.5284722222222222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17036,05-Aug-2009 12:42:00,05-Aug-2009 12:42:59,useToilet,0.5291666666666667,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17037,05-Aug-2009 12:43:00,05-Aug-2009 12:43:59,prepareBreakfast,0.5298611111111111,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17038,05-Aug-2009 12:44:00,05-Aug-2009 12:44:59,prepareBreakfast,0.5305555555555556,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17039,05-Aug-2009 12:45:00,05-Aug-2009 12:45:59,prepareBreakfast,0.53125,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17040,05-Aug-2009 12:46:00,05-Aug-2009 12:46:59,prepareBreakfast,0.5319444444444444,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17041,05-Aug-2009 12:47:00,05-Aug-2009 12:47:59,prepareBreakfast,0.5326388888888889,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17043,05-Aug-2009 12:49:00,05-Aug-2009 12:49:59,prepareBreakfast,0.5340277777777778,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17045,05-Aug-2009 12:51:00,05-Aug-2009 12:51:59,prepareBreakfast,0.5354166666666667,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17080,05-Aug-2009 13:26:00,05-Aug-2009 13:26:59,eatBreakfast,0.5597222222222222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 0 0 0 0]
17081,05-Aug-2009 13:27:00,05-Aug-2009 13:27:59,idle,0.5604166666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17082,05-Aug-2009 13:28:00,05-Aug-2009 13:28:59,idle,0.5611111111111111,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17085,05-Aug-2009 13:31:00,05-Aug-2009 13:31:59,idle,0.5631944444444444,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17087,05-Aug-2009 13:33:00,05-Aug-2009 13:33:59,idle,0.5645833333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17088,05-Aug-2009 13:34:00,05-Aug-2009 13:34:59,idle,0.5652777777777778,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17089,05-Aug-2009 13:35:00,05-Aug-2009 13:35:59,idle,0.5659722222222222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17090,05-Aug-2009 13:36:00,05-Aug-2009 13:36:59,idle,0.5666666666666667,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17093,05-Aug-2009 13:39:00,05-Aug-2009 13:39:59,idle,0.56875,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17094,05-Aug-2009 13:40:00,05-Aug-2009 13:40:59,idle,0.5694444444444444,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17096,05-Aug-2009 13:42:00,05-Aug-2009 13:42:59,idle,0.5708333333333333,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17098,05-Aug-2009 13:44:00,05-Aug-2009 13:44:59,idle,0.5722222222222222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17099,05-Aug-2009 13:45:00,05-Aug-2009 13:45:59,idle,0.5729166666666666,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17100,05-Aug-2009 13:46:00,05-Aug-2009 13:46:59,idle,0.5736111111111111,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17101,05-Aug-2009 13:47:00,05-Aug-2009 13:47:59,useToilet,0.5743055555555555,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17102,05-Aug-2009 13:48:00,05-Aug-2009 13:48:59,useToilet,0.575,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17119,05-Aug-2009 14:05:00,05-Aug-2009 14:05:59,idle,0.5868055555555556,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
17124,05-Aug-2009 14:10:00,05-Aug-2009 14:10:59,idle,0.5902777777777778,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17127,05-Aug-2009 14:13:00,05-Aug-2009 14:13:59,takeShower,0.5923611111111111,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17129,05-Aug-2009 14:15:00,05-Aug-2009 14:15:59,takeShower,0.59375,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17135,05-Aug-2009 14:21:00,05-Aug-2009 14:21:59,getDressed,0.5979166666666667,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
17136,05-Aug-2009 14:22:00,05-Aug-2009 14:22:59,getDressed,0.5986111111111111,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17137,05-Aug-2009 14:23:00,05-Aug-2009 14:23:59,getDressed,0.5993055555555555,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17138,05-Aug-2009 14:24:00,05-Aug-2009 14:24:59,idle,0.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17139,05-Aug-2009 14:25:00,05-Aug-2009 14:25:59,idle,0.6006944444444444,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17140,05-Aug-2009 14:26:00,05-Aug-2009 14:26:59,idle,0.6013888888888889,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17142,05-Aug-2009 14:28:00,05-Aug-2009 14:28:59,leaveHouse,0.6027777777777777,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17259,05-Aug-2009 16:25:00,05-Aug-2009 16:25:59,leaveHouse,0.6840277777777778,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 1 1 1 0 0 0]
17260,05-Aug-2009 16:26:00,05-Aug-2009 16:26:59,leaveHouse,0.6847222222222222,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17261,05-Aug-2009 16:27:00,05-Aug-2009 16:27:59,idle,0.6854166666666667,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17273,05-Aug-2009 16:39:00,05-Aug-2009 16:39:59,idle,0.69375,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 1 0 0 0 0 0]
17274,05-Aug-2009 16:40:00,05-Aug-2009 16:40:59,leaveHouse,0.6944444444444444,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17350,05-Aug-2009 17:56:00,05-Aug-2009 17:56:59,leaveHouse,0.7472222222222222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 1 1 1 0 0 0]
17352,05-Aug-2009 17:58:00,05-Aug-2009 17:58:59,leaveHouse,0.7486111111111111,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0],[1 0 0 0 0 0 0]
17404,05-Aug-2009 18:50:00,05-Aug-2009 18:50:59,leaveHouse,0.7847222222222222,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 1 1 0 0 0 0]
17405,05-Aug-2009 18:51:00,05-Aug-2009 18:51:59,leaveHouse,0.7854166666666667,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0],[1 0 0 0 0 0 0]
17647,05-Aug-2009 22:53:00,05-Aug-2009 22:53:59,leaveHouse,0.9534722222222224,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 1 1 1 1 1 0]
17648,05-Aug-2009 22:54:00,05-Aug-2009 22:54:59,leaveHouse,0.9541666666666668,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
17649,05-Aug-2009 22:55:00,05-Aug-2009 22:55:59,idle,0.9548611111111112,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
17650,05-Aug-2009 22:56:00,05-Aug-2009 22:56:59,idle,0.9555555555555556,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
17651,05-Aug-2009 22:57:00,05-Aug-2009 22:57:59,idle,0.95625,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0],[1 0 0 0 0 0 0]
